"","D14","D60","D74","D365"
"ENSG00000176845",-2.04297948502171,-1.58380980427657,-1.26833397844095,-0.610967577590225
"ENSG00000166710",-0.229547847564306,-0.218350450482436,-0.263892498199773,-0.0977472579423148
"ENSG00000109971",-0.349471404809892,-0.319517765302788,-0.479551944981609,-0.224439666529054
"ENSG00000135446",-0.722094642661019,-0.596094442951083,-0.839902356714795,-0.263711466955867
"ENSG00000140280",-0.890924118146858,-0.381004756834945,-0.784042216217707,-0.55043613125856
"ENSG00000148516",-0.7692375262409,-0.860426219587423,-0.458978891894828,-0.29704389325972
"ENSG00000137804",2.89207853586711,2.28034620576116,2.63126476482202,0.572322040787849
"ENSG00000101193",0.829771026889948,0.863214230305269,0.383002659014722,0.471128417958608
"ENSG00000088888",1.60753502852821,1.09567166836238,1.96987022788767,0.645788766695935
"ENSG00000137154",-0.276897331987207,-0.0429152377363379,-0.311369192158661,-0.143260917006209
"ENSG00000171451",-5.40341546049068,-2.80505546407755,-3.48696262238466,-1.77764051497919
"ENSG00000076641",-1.0926106870628,-1.07399121665883,-1.21990904988906,-1.54519573147347
"ENSG00000168958",0.698996095022441,0.226581813695413,0.569127277924831,0.348968920238589
"ENSG00000198589",1.23968227778246,1.06088011003832,1.44057811820794,0.471816927798582
"ENSG00000100911",-0.530030229207247,-0.341195317905124,-0.713342919498129,0.0319099386524263
"ENSG00000111676",-1.9945301547965,-1.26268154573247,-2.40063875308488,-1.35216828090808
"ENSG00000163584",-0.813813441989648,-0.135489102102725,-1.06702393729196,-0.583936731609343
"ENSG00000167004",-0.345930039678482,-0.370673757104223,-0.219674938381278,0.226975484876819
"ENSG00000138032",0.6896563576349,0.50425665716179,0.908259094879505,0.394742773010784
"ENSG00000092199",-0.273574883994941,-0.114846379332978,-0.228546519409923,-0.0446282433793089
"ENSG00000104325",1.79859203670468,1.19538766931346,1.10590238889013,0.826595860085838
"ENSG00000117505",0.708967864285572,0.351157184917731,0.454840162368574,0.192447449991491
"ENSG00000226806",5.3340509676045,-1.57893314655534,1.90522749459804,-1.57379912611819
