Gene,HRA_CD4Naive_LFC,RZV_D14_LFC,RZV_D74_LFC,RZV_D365_LFC,Direction
RNU5F-1,0.589,-2.0,-2.3,-1.6,"Opposite (HZ Up, RZV Down)"
RNU5B-1,0.102,-3.3,-1.9,0.2,"Opposite (HZ Up, RZV Down)"
RNU5A-1,0.064,-2.6,-3.9,-1.6,"Opposite (HZ Up, RZV Down)"
RNF157,0.124,-5.1,-5.7,-3.4,"Opposite (HZ Up, RZV Down)"
RNU1-2,0.018,-2.0,-1.8,-0.7,"Opposite (HZ Up, RZV Down)"
RNLS,0.029,-3.5,-2.6,-2.0,"Opposite (HZ Up, RZV Down)"
RNF212,0.101,-2.0,0.1,0.3,"Opposite (HZ Up, RZV Down)"
RNF175,0.043,-3.9,-4.3,-4.3,"Opposite (HZ Up, RZV Down)"
ROBO3,0.104,-1.9,1.3,0.6,"Opposite (HZ Up, RZV Down)"
RNU6-1016P,0.04,-1.3,-0.6,-3.4,"Opposite (HZ Up, RZV Down)"
RNU4ATAC,0.121,-0.9,-0.6,-0.0,"Opposite (HZ Up, RZV Down)"
RPL7,3.147,-0.4,-0.1,0.1,"Opposite (HZ Up, RZV Down)"
RPL10P15,0.084,-0.8,-0.5,-0.6,"Opposite (HZ Up, RZV Down)"
S100A9,0.425,-2.4,-2.3,-1.8,"Opposite (HZ Up, RZV Down)"
S100A8,0.167,-1.8,-3.6,-3.6,"Opposite (HZ Up, RZV Down)"
S100A6,0.363,-1.0,-0.6,-0.4,"Opposite (HZ Up, RZV Down)"
RNF144A,0.023,-5.3,-4.2,-4.7,"Opposite (HZ Up, RZV Down)"
S100A10,0.393,-0.6,-0.2,-0.0,"Opposite (HZ Up, RZV Down)"
RXRA,0.046,-0.7,-1.1,-1.5,"Opposite (HZ Up, RZV Down)"
RTN4,0.236,-0.9,0.1,-0.3,"Opposite (HZ Up, RZV Down)"
RTL8C,0.268,-1.8,-1.1,-0.0,"Opposite (HZ Up, RZV Down)"
RPGRIP1L,0.091,-2.2,-2.0,-1.2,"Opposite (HZ Up, RZV Down)"
RTL6,0.192,-0.8,-0.4,-0.4,"Opposite (HZ Up, RZV Down)"
RRAS2,0.096,-0.6,-0.4,-0.2,"Opposite (HZ Up, RZV Down)"
RRAGD,0.063,-4.8,-5.8,-3.0,"Opposite (HZ Up, RZV Down)"
RPL5P4,0.82,-0.8,-1.2,-1.7,"Opposite (HZ Up, RZV Down)"
RPL3P7,0.051,-1.2,-0.9,-0.9,"Opposite (HZ Up, RZV Down)"
RPL22L1,0.709,-0.8,-1.1,-0.6,"Opposite (HZ Up, RZV Down)"
RPL21,3.447,-0.1,-0.2,-0.0,"Opposite (HZ Up, RZV Down)"
RPL14P1,1.794,-0.6,-0.4,-0.6,"Opposite (HZ Up, RZV Down)"
RPL13P5,0.15,-0.6,-2.8,-3.1,"Opposite (HZ Up, RZV Down)"
RSAD2,0.525,-1.8,-2.1,-0.2,"Opposite (HZ Up, RZV Down)"
RNF14,0.213,-1.0,-0.3,0.0,"Opposite (HZ Up, RZV Down)"
RCHY1,0.506,-0.8,-0.6,-0.2,"Opposite (HZ Up, RZV Down)"
RN7SL473P,0.031,-1.5,1.9,0.9,"Opposite (HZ Up, RZV Down)"
RBM44,0.046,-4.0,-1.8,-1.4,"Opposite (HZ Up, RZV Down)"
RBM11,0.1,-2.3,-2.0,-2.6,"Opposite (HZ Up, RZV Down)"
RASSF5,0.268,-0.8,-0.3,-0.5,"Opposite (HZ Up, RZV Down)"
RARG,0.341,-1.7,-1.5,1.2,"Opposite (HZ Up, RZV Down)"
RAP1GDS1,0.266,-0.6,-0.6,-0.3,"Opposite (HZ Up, RZV Down)"
RANBP10,0.225,-0.6,0.1,-0.5,"Opposite (HZ Up, RZV Down)"
RALGPS2,0.067,-0.7,-0.8,-1.3,"Opposite (HZ Up, RZV Down)"
RALGAPA1,0.069,-0.7,-0.5,-0.5,"Opposite (HZ Up, RZV Down)"
RAI1,0.135,-1.4,-0.5,-1.4,"Opposite (HZ Up, RZV Down)"
RAG1,0.003,-1.0,2.5,-0.3,"Opposite (HZ Up, RZV Down)"
RAD9A,0.021,-4.0,-3.6,-0.5,"Opposite (HZ Up, RZV Down)"
RABL2B,0.323,-1.7,0.6,-0.4,"Opposite (HZ Up, RZV Down)"
RAB43,0.003,-1.3,-1.8,-2.6,"Opposite (HZ Up, RZV Down)"
RAB33B,0.471,-0.7,-0.2,0.1,"Opposite (HZ Up, RZV Down)"
S1PR1,0.452,-1.3,-0.7,-0.7,"Opposite (HZ Up, RZV Down)"
RAB24,0.133,-1.5,-4.4,1.0,"Opposite (HZ Up, RZV Down)"
RAB23,0.031,-1.2,-0.9,-0.7,"Opposite (HZ Up, RZV Down)"
RBMS1,0.203,-1.4,-1.1,-0.6,"Opposite (HZ Up, RZV Down)"
RBP7,0.18,-1.6,-2.0,0.5,"Opposite (HZ Up, RZV Down)"
RCBTB2,0.261,-2.2,-5.5,-3.0,"Opposite (HZ Up, RZV Down)"
RETREG1,0.127,-0.8,-1.6,0.1,"Opposite (HZ Up, RZV Down)"
RMND5B,0.122,-0.9,0.0,-0.4,"Opposite (HZ Up, RZV Down)"
RLN1,0.009,-2.4,-1.6,-1.0,"Opposite (HZ Up, RZV Down)"
RIPOR1,0.142,-1.3,-2.4,0.2,"Opposite (HZ Up, RZV Down)"
RIPK2,0.137,-1.1,-0.3,0.2,"Opposite (HZ Up, RZV Down)"
RIN3,1.196,-1.2,-1.0,-0.3,"Opposite (HZ Up, RZV Down)"
RIMKLB,0.124,-2.3,-4.7,-0.8,"Opposite (HZ Up, RZV Down)"
RILP,0.065,-1.0,2.0,-1.2,"Opposite (HZ Up, RZV Down)"
RIDA,0.095,-0.9,1.2,0.7,"Opposite (HZ Up, RZV Down)"
RN7SL49P,0.046,-1.3,1.3,0.0,"Opposite (HZ Up, RZV Down)"
RHPN1,0.032,-1.5,-0.9,-1.6,"Opposite (HZ Up, RZV Down)"
RHOC,0.022,-4.6,-5.2,-2.4,"Opposite (HZ Up, RZV Down)"
RHOB,0.26,-0.9,-1.7,-0.2,"Opposite (HZ Up, RZV Down)"
RGS14,0.417,-1.8,-0.9,0.0,"Opposite (HZ Up, RZV Down)"
RGS1,0.072,-1.3,0.8,0.9,"Opposite (HZ Up, RZV Down)"
RGL4,0.355,-0.9,-0.9,-2.3,"Opposite (HZ Up, RZV Down)"
RFK,0.567,-0.7,-0.3,-0.3,"Opposite (HZ Up, RZV Down)"
RFFL,0.358,-1.3,-0.5,-1.5,"Opposite (HZ Up, RZV Down)"
REV3L,0.45,-0.9,-0.5,-0.8,"Opposite (HZ Up, RZV Down)"
RHOF,0.807,-0.7,-0.6,-0.6,"Opposite (HZ Up, RZV Down)"
SACS,0.778,-0.6,-0.3,-0.6,"Opposite (HZ Up, RZV Down)"
SLC25A22,0.069,-1.0,-1.1,-0.6,"Opposite (HZ Up, RZV Down)"
SAMD3,0.315,-5.4,-0.2,-0.4,"Opposite (HZ Up, RZV Down)"
SLC5A6,0.192,-0.6,-0.3,0.2,"Opposite (HZ Up, RZV Down)"
SLC4A8,0.015,-0.6,-2.9,0.5,"Opposite (HZ Up, RZV Down)"
SLC44A1,0.204,-1.6,-0.3,-0.6,"Opposite (HZ Up, RZV Down)"
SLC43A3,0.28,-0.7,-0.3,-0.5,"Opposite (HZ Up, RZV Down)"
SLC40A1,0.762,-3.7,-5.0,-1.5,"Opposite (HZ Up, RZV Down)"
SLC39A8,0.289,-1.1,-0.5,-0.2,"Opposite (HZ Up, RZV Down)"
SLC39A4,0.472,-1.1,-1.1,-0.3,"Opposite (HZ Up, RZV Down)"
SLC39A13,0.017,-1.2,-2.6,-0.7,"Opposite (HZ Up, RZV Down)"
SLC39A10,0.47,-1.0,-1.5,-1.3,"Opposite (HZ Up, RZV Down)"
SLC39A1,0.591,-0.6,-0.8,-0.1,"Opposite (HZ Up, RZV Down)"
SLC35C1,0.116,-0.6,-1.2,0.1,"Opposite (HZ Up, RZV Down)"
SLC35B2,0.093,-1.1,-1.5,-0.3,"Opposite (HZ Up, RZV Down)"
SLC35A1,0.37,-1.3,-0.2,-0.1,"Opposite (HZ Up, RZV Down)"
SLC30A6,0.219,-1.1,-0.5,-0.4,"Opposite (HZ Up, RZV Down)"
SLC30A4,0.118,-2.9,-5.4,-3.5,"Opposite (HZ Up, RZV Down)"
SLC27A1,0.007,-0.8,-1.2,-1.2,"Opposite (HZ Up, RZV Down)"
SLC25A43,0.054,-5.7,-4.5,-3.7,"Opposite (HZ Up, RZV Down)"
SLC7A5P1,0.015,-0.8,-0.2,0.0,"Opposite (HZ Up, RZV Down)"
SLC8B1,0.282,-0.8,-0.5,-0.3,"Opposite (HZ Up, RZV Down)"
SLFN12,0.285,-1.6,-0.7,0.5,"Opposite (HZ Up, RZV Down)"
SLFN5,1.815,-0.8,-0.8,-0.3,"Opposite (HZ Up, RZV Down)"
SNORD12B,0.022,-2.1,-2.0,-0.4,"Opposite (HZ Up, RZV Down)"
RAB19,0.028,-1.3,-2.4,-2.5,"Opposite (HZ Up, RZV Down)"
SNORD104,1.052,-0.6,-0.8,-0.3,"Opposite (HZ Up, RZV Down)"
SNORD100,0.018,-0.6,-0.5,0.1,"Opposite (HZ Up, RZV Down)"
SNORA74D,0.079,-0.9,-3.0,-1.5,"Opposite (HZ Up, RZV Down)"
SNORA33,0.108,-0.7,-1.0,-0.1,"Opposite (HZ Up, RZV Down)"
SNORA12,0.051,-0.7,-0.4,-0.4,"Opposite (HZ Up, RZV Down)"
SNHG16,0.294,-0.6,-0.4,-0.0,"Opposite (HZ Up, RZV Down)"
SLC25A4,0.167,-2.6,-1.6,0.3,"Opposite (HZ Up, RZV Down)"
SNAPC1,0.515,-1.0,-1.1,-0.1,"Opposite (HZ Up, RZV Down)"
SMPD1,0.135,-1.1,0.3,-0.2,"Opposite (HZ Up, RZV Down)"
SMKR1,0.015,-1.3,-0.3,0.4,"Opposite (HZ Up, RZV Down)"
SMIM33,0.019,-1.5,0.9,-1.0,"Opposite (HZ Up, RZV Down)"
SMIM3,0.047,-0.8,-0.7,0.8,"Opposite (HZ Up, RZV Down)"
SMIM14,0.299,-3.7,-4.7,-3.3,"Opposite (HZ Up, RZV Down)"
SMG7-AS1,0.016,-1.5,-1.6,0.7,"Opposite (HZ Up, RZV Down)"
SMCR8,0.676,-0.8,-2.2,-2.1,"Opposite (HZ Up, RZV Down)"
SMAD1,0.026,-0.7,2.5,-2.9,"Opposite (HZ Up, RZV Down)"
SNAI3,0.116,-0.7,0.5,-0.6,"Opposite (HZ Up, RZV Down)"
SLC25A15,0.012,-1.9,-1.1,-1.2,"Opposite (HZ Up, RZV Down)"
SLC25A10,0.05,-1.7,-0.0,-0.5,"Opposite (HZ Up, RZV Down)"
SLC22A17,0.095,-1.3,-5.6,-4.6,"Opposite (HZ Up, RZV Down)"
SESN1,0.083,-1.2,-0.5,-1.3,"Opposite (HZ Up, RZV Down)"
SERPINI1,0.031,-3.1,-4.1,-1.1,"Opposite (HZ Up, RZV Down)"
SERPINB6,0.476,-1.7,-6.9,-2.4,"Opposite (HZ Up, RZV Down)"
SERGEF,0.305,-1.5,0.9,-1.4,"Opposite (HZ Up, RZV Down)"
SENP7,0.052,-1.1,-0.4,-0.6,"Opposite (HZ Up, RZV Down)"
SENCR,0.156,-0.8,-1.3,-1.9,"Opposite (HZ Up, RZV Down)"
SEMA6A-AS1,0.077,-3.6,-2.6,-3.6,"Opposite (HZ Up, RZV Down)"
SELENOI,0.037,-0.7,-1.0,-0.2,"Opposite (HZ Up, RZV Down)"
SETD3,0.433,-0.6,-0.7,0.5,"Opposite (HZ Up, RZV Down)"
SEC22A,0.03,-0.9,-0.4,-0.6,"Opposite (HZ Up, RZV Down)"
SCNN1A,0.003,-1.1,-0.5,-1.9,"Opposite (HZ Up, RZV Down)"
SCML4,0.356,-2.3,-1.5,-2.1,"Opposite (HZ Up, RZV Down)"
SCML1,0.247,-1.9,-2.2,-1.4,"Opposite (HZ Up, RZV Down)"
SCARB2,0.23,-2.9,-1.7,0.7,"Opposite (HZ Up, RZV Down)"
SBK1,0.029,-0.9,0.7,0.1,"Opposite (HZ Up, RZV Down)"
SAXO2,0.065,-1.9,-2.0,-0.4,"Opposite (HZ Up, RZV Down)"
SATB1,2.288,-1.0,-0.4,-0.6,"Opposite (HZ Up, RZV Down)"
SARDH,0.033,-1.1,-2.8,-2.5,"Opposite (HZ Up, RZV Down)"
SDE2,0.021,-0.6,-1.1,-0.1,"Opposite (HZ Up, RZV Down)"
SAMD12,0.241,-4.1,-2.3,-1.5,"Opposite (HZ Up, RZV Down)"
SFR1,0.439,-1.0,0.5,0.9,"Opposite (HZ Up, RZV Down)"
SGK1,0.29,-1.1,-0.4,0.3,"Opposite (HZ Up, RZV Down)"
SLC1A4,0.014,-1.6,0.2,-1.2,"Opposite (HZ Up, RZV Down)"
SLC16A11,0.078,-3.2,-2.8,-2.6,"Opposite (HZ Up, RZV Down)"
SLC16A1,0.167,-0.6,-0.2,-0.4,"Opposite (HZ Up, RZV Down)"
SLC11A2,0.323,-0.7,-0.5,-0.9,"Opposite (HZ Up, RZV Down)"
SLAMF7,0.242,-1.7,-3.3,1.3,"Opposite (HZ Up, RZV Down)"
SLAMF1,0.746,-0.8,-0.3,-0.3,"Opposite (HZ Up, RZV Down)"
SLA,0.437,-0.7,-0.3,-0.3,"Opposite (HZ Up, RZV Down)"
SKIL,0.011,-0.7,-0.3,-0.1,"Opposite (HZ Up, RZV Down)"
SGCB,0.218,-1.6,-4.3,-0.4,"Opposite (HZ Up, RZV Down)"
SKI,0.22,-1.0,-0.9,-1.4,"Opposite (HZ Up, RZV Down)"
SIGLEC16,0.011,-0.8,-2.2,-0.6,"Opposite (HZ Up, RZV Down)"
SIDT1,0.267,-1.2,-0.2,-0.9,"Opposite (HZ Up, RZV Down)"
SH3YL1,0.019,-0.8,-1.1,-0.3,"Opposite (HZ Up, RZV Down)"
SH3BP5,0.481,-3.5,-2.9,-2.8,"Opposite (HZ Up, RZV Down)"
SH2D3A,0.061,-1.7,-0.6,0.1,"Opposite (HZ Up, RZV Down)"
SGSM2,0.082,-1.0,0.7,-0.5,"Opposite (HZ Up, RZV Down)"
SGSM1,0.038,-0.8,-0.5,-2.2,"Opposite (HZ Up, RZV Down)"
SGO1,0.01,-0.9,-2.7,-0.9,"Opposite (HZ Up, RZV Down)"
SKA3,0.032,-1.3,-3.4,0.7,"Opposite (HZ Up, RZV Down)"
RAB11FIP4,0.305,-0.8,-0.0,-0.5,"Opposite (HZ Up, RZV Down)"
PDE7A,0.421,-1.0,-0.6,-0.7,"Opposite (HZ Up, RZV Down)"
PYROXD1,0.41,-0.6,-0.2,0.0,"Opposite (HZ Up, RZV Down)"
PAFAH1B3,0.546,-0.7,-1.1,-0.3,"Opposite (HZ Up, RZV Down)"
PACSIN2,0.349,-0.7,-0.6,0.4,"Opposite (HZ Up, RZV Down)"
P4HA1,0.355,-1.0,-1.0,-0.0,"Opposite (HZ Up, RZV Down)"
P2RY14,0.142,-1.2,-0.2,-2.1,"Opposite (HZ Up, RZV Down)"
OSBP2,0.02,-0.7,-0.4,-0.7,"Opposite (HZ Up, RZV Down)"
OR4D1,0.246,-2.3,-3.1,-1.1,"Opposite (HZ Up, RZV Down)"
OCM,0.132,-1.1,-1.2,-2.6,"Opposite (HZ Up, RZV Down)"
OAT,0.715,-0.6,-0.7,-0.3,"Opposite (HZ Up, RZV Down)"
OAS3,0.28,-1.2,-2.4,0.2,"Opposite (HZ Up, RZV Down)"
NXPE3,0.562,-0.6,-0.5,-0.2,"Opposite (HZ Up, RZV Down)"
NUS1,0.188,-0.7,-0.8,0.1,"Opposite (HZ Up, RZV Down)"
NUP93,0.05,-0.6,-0.4,-0.0,"Opposite (HZ Up, RZV Down)"
NUDT18,0.146,-1.9,-2.7,-0.4,"Opposite (HZ Up, RZV Down)"
NUDT11,0.007,-1.2,0.7,-1.8,"Opposite (HZ Up, RZV Down)"
NUBPL,0.055,-0.8,-0.3,-1.2,"Opposite (HZ Up, RZV Down)"
NUAK2,0.064,-1.3,-3.7,-4.6,"Opposite (HZ Up, RZV Down)"
NTAN1P2,0.028,-1.9,-0.7,-0.7,"Opposite (HZ Up, RZV Down)"
PAG1,0.844,-1.1,-1.2,-1.5,"Opposite (HZ Up, RZV Down)"
PAIP2B,0.343,-0.7,-0.4,0.8,"Opposite (HZ Up, RZV Down)"
PAK1,0.058,-2.1,-0.4,-0.9,"Opposite (HZ Up, RZV Down)"
PANX1,0.019,-0.8,-0.9,-0.3,"Opposite (HZ Up, RZV Down)"
PEG13,0.009,-1.5,-0.5,-0.6,"Opposite (HZ Up, RZV Down)"
PDP1,0.363,-1.2,0.0,-0.4,"Opposite (HZ Up, RZV Down)"
PDLIM1,0.1,-0.7,-1.7,0.9,"Opposite (HZ Up, RZV Down)"
PDE9A,0.184,-1.0,-1.7,-1.6,"Opposite (HZ Up, RZV Down)"
PDE8A,0.144,-1.1,-1.7,-0.2,"Opposite (HZ Up, RZV Down)"
PDE6B,0.168,-0.7,1.5,-1.0,"Opposite (HZ Up, RZV Down)"
PCYOX1,0.88,-0.9,0.4,-0.5,"Opposite (HZ Up, RZV Down)"
PCSK5,0.135,-1.9,-4.2,-3.9,"Opposite (HZ Up, RZV Down)"
NT5DC3,0.072,-0.7,-0.4,-0.7,"Opposite (HZ Up, RZV Down)"
PCSK1N,0.135,-2.8,-2.1,-0.4,"Opposite (HZ Up, RZV Down)"
PCGF5,0.369,-0.9,-0.8,-0.3,"Opposite (HZ Up, RZV Down)"
PCDH9,0.005,-0.6,-1.1,-0.3,"Opposite (HZ Up, RZV Down)"
PBX2,0.675,-2.0,1.9,-0.6,"Opposite (HZ Up, RZV Down)"
PATJ,0.272,-3.8,-5.2,0.2,"Opposite (HZ Up, RZV Down)"
PARVG,0.321,-1.1,-0.7,-0.6,"Opposite (HZ Up, RZV Down)"
PARS2,0.048,-0.9,-3.0,-3.9,"Opposite (HZ Up, RZV Down)"
PARP9,1.003,-0.6,-1.1,-0.9,"Opposite (HZ Up, RZV Down)"
PARP8,0.198,-0.6,-0.5,-0.8,"Opposite (HZ Up, RZV Down)"
PCNX1,0.502,-0.6,0.2,-0.5,"Opposite (HZ Up, RZV Down)"
PEPD,0.052,-0.9,-1.2,0.7,"Opposite (HZ Up, RZV Down)"
NT5C3B,0.143,-3.3,-1.3,-0.9,"Opposite (HZ Up, RZV Down)"
NRIP1,0.701,-1.5,-1.1,-1.3,"Opposite (HZ Up, RZV Down)"
NEIL1,0.092,-1.3,-1.1,-0.1,"Opposite (HZ Up, RZV Down)"
NEDD4,0.073,-1.2,0.8,0.8,"Opposite (HZ Up, RZV Down)"
NEB,0.052,-0.9,-0.4,-0.3,"Opposite (HZ Up, RZV Down)"
NDUFAF3,1.126,-0.7,-0.9,-0.3,"Opposite (HZ Up, RZV Down)"
NDFIP2,0.106,-0.6,-0.3,0.1,"Opposite (HZ Up, RZV Down)"
NDC1,0.086,-0.6,-0.2,-0.2,"Opposite (HZ Up, RZV Down)"
NCKAP1,0.078,-2.6,-2.6,-1.0,"Opposite (HZ Up, RZV Down)"
NCEH1,0.078,-0.8,-0.3,-0.1,"Opposite (HZ Up, RZV Down)"
NBPF9,0.21,-1.0,-0.3,-0.6,"Opposite (HZ Up, RZV Down)"
NBPF8,0.43,-0.6,0.3,-1.1,"Opposite (HZ Up, RZV Down)"
NBPF26,0.012,-1.0,0.4,-0.2,"Opposite (HZ Up, RZV Down)"
NBPF20,0.094,-3.2,1.1,-1.6,"Opposite (HZ Up, RZV Down)"
NBPF19,0.649,-1.4,-0.9,-0.4,"Opposite (HZ Up, RZV Down)"
NBPF17P,0.038,-1.1,-0.3,-1.0,"Opposite (HZ Up, RZV Down)"
NBPF14,0.207,-0.9,-0.8,-1.2,"Opposite (HZ Up, RZV Down)"
NBPF1,0.243,-1.6,-0.4,-0.4,"Opposite (HZ Up, RZV Down)"
SNORD14A,0.181,-1.4,-2.2,-1.1,"Opposite (HZ Up, RZV Down)"
NEK1,0.252,-0.9,-0.2,-0.5,"Opposite (HZ Up, RZV Down)"
NEK11,0.015,-4.0,-3.8,-0.6,"Opposite (HZ Up, RZV Down)"
NEK8,0.033,-3.7,-0.6,0.6,"Opposite (HZ Up, RZV Down)"
NEO1,0.121,-2.5,-3.2,-2.5,"Opposite (HZ Up, RZV Down)"
NRAV,0.029,-2.7,-0.7,-1.1,"Opposite (HZ Up, RZV Down)"
NPTXR,0.062,-3.2,-2.8,-0.5,"Opposite (HZ Up, RZV Down)"
NPR2,0.073,-1.8,-0.8,2.3,"Opposite (HZ Up, RZV Down)"
NMNAT3,0.027,-0.7,-0.2,1.7,"Opposite (HZ Up, RZV Down)"
NME4,0.281,-5.6,-8.1,-0.1,"Opposite (HZ Up, RZV Down)"
NLRP6,0.008,-0.6,-0.9,-0.5,"Opposite (HZ Up, RZV Down)"
NLRP3,0.02,-1.3,0.4,-0.4,"Opposite (HZ Up, RZV Down)"
NLN,0.044,-0.7,-0.4,-0.4,"Opposite (HZ Up, RZV Down)"
NRP2,0.007,-2.2,0.6,-2.1,"Opposite (HZ Up, RZV Down)"
NKILA,0.033,-4.2,-4.7,-2.8,"Opposite (HZ Up, RZV Down)"
NID1,0.027,-0.8,-0.3,-0.2,"Opposite (HZ Up, RZV Down)"
NHLH1,0.004,-2.2,-2.0,-1.4,"Opposite (HZ Up, RZV Down)"
NFKBIZ,0.296,-0.6,-0.5,0.0,"Opposite (HZ Up, RZV Down)"
NFKBIL1,0.072,-4.4,-0.6,0.2,"Opposite (HZ Up, RZV Down)"
